Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
IronDay8,GO:0009415,response to water,29/508,426/20876,7.139325773463052e-7,1.2529516732427656e-5,1.0671413261386878e-5,AT1G20450/AT3G23250/AT4G18950/AT5G23010/AT1G02930/AT2G40880/AT1G78380/AT5G64890/AT2G41240/AT3G50260/AT3G50970/AT1G05680/AT1G16540/AT4G20260/AT3G52450/AT3G10060/AT2G37760/AT3G10500/AT1G69600/AT1G29670/AT5G24090/AT5G13820/AT5G10230/AT5G45340/AT4G02380/AT4G02280/AT1G54100/AT1G01720/AT1G79410,29
IronDay8,GO:0034754,cellular hormone metabolic process,17/508,172/20876,1.0955013743390762e-6,1.891086798654176e-5,1.6106422276736722e-5,AT1G51800/AT5G23010/AT3G19710/AT4G13770/AT3G44310/AT5G23020/AT4G14880/AT5G63970/AT1G18590/AT2G05380/AT1G08050/AT4G08770/AT3G23630/AT1G67110/AT2G18690/AT1G13110/AT3G44300,17
IronDay8,GO:0002679,respiratory burst involved in defense response,14/508,121/20876,1.4951617250565738e-6,2.4990560261659877e-5,2.128450776521639e-5,AT2G43620/AT3G23250/AT1G51800/AT5G37490/AT4G14365/AT2G27660/AT4G39670/AT3G50260/AT1G23710/AT3G52450/AT3G53600/AT1G51620/AT4G31550/AT4G01250,14
IronDay8,GO:0045730,respiratory burst,14/508,121/20876,1.4951617250565738e-6,2.4990560261659877e-5,2.128450776521639e-5,AT2G43620/AT3G23250/AT1G51800/AT5G37490/AT4G14365/AT2G27660/AT4G39670/AT3G50260/AT1G23710/AT3G52450/AT3G53600/AT1G51620/AT4G31550/AT4G01250,14
IronDay8,GO:0042742,defense response to bacterium,27/508,402/20876,2.2291640116796535e-6,3.66767141296668e-5,3.1237627268931986e-5,AT2G19190/AT1G02930/AT5G01540/AT4G14365/AT4G02520/AT1G73805/AT1G19250/AT1G51890/AT3G50260/AT1G53940/AT2G03760/AT5G63970/AT1G18590/AT1G16540/AT4G20260/AT1G02920/AT4G08770/AT5G04140/AT3G01420/AT5G39020/AT4G23810/AT4G31550/AT5G64810/AT2G39010/AT2G30750/AT5G26920/AT4G33220,27
IronDay8,GO:0009684,indoleacetic acid biosynthetic process,13/508,109/20876,2.505631835738875e-6,4.059123573896977e-5,3.45716327781299e-5,AT1G51800/AT5G23010/AT3G19710/AT4G13770/AT3G44310/AT5G23020/AT4G14880/AT1G18590/AT2G05380/AT4G08770/AT2G18690/AT1G13110/AT3G44300,13
IronDay8,GO:0009683,indoleacetic acid metabolic process,13/508,110/20876,2.779366909513555e-6,4.434353569269354e-5,3.776747379434687e-5,AT1G51800/AT5G23010/AT3G19710/AT4G13770/AT3G44310/AT5G23020/AT4G14880/AT1G18590/AT2G05380/AT4G08770/AT2G18690/AT1G13110/AT3G44300,13
IronDay8,GO:2000377,regulation of reactive oxygen species metabolic process,18/508,205/20876,2.9588346300726864e-6,4.650228157412745e-5,3.96060817725362e-5,AT2G19190/AT4G14365/AT5G09290/AT5G40010/AT5G11920/AT1G73805/AT2G16060/AT2G03760/AT3G43190/AT3G02550/AT1G49860/AT3G10500/AT5G39020/AT4G04700/AT4G23810/AT3G10040/AT5G26920/AT1G77120,18
IronDay8,GO:0010310,regulation of hydrogen peroxide metabolic process,17/508,186/20876,3.22940097687153e-6,5.0008223950672364e-5,4.259209957112297e-5,AT2G19190/AT4G14365/AT5G09290/AT5G40010/AT5G11920/AT1G73805/AT2G16060/AT2G03760/AT3G43190/AT3G02550/AT1G49860/AT5G39020/AT4G04700/AT4G23810/AT3G10040/AT5G26920/AT1G77120,17
IronDay8,GO:0072593,reactive oxygen species metabolic process,25/508,374/20876,5.746025826611123e-6,8.768935065828279e-5,7.468518694542605e-5,AT2G19190/AT4G14365/AT5G09290/AT5G40010/AT5G11920/AT1G73805/AT4G16190/AT4G33150/AT2G16060/AT2G03760/AT3G43190/AT1G20340/AT5G08560/AT3G02550/AT1G49860/AT3G10500/AT5G24090/AT5G39020/AT5G13820/AT4G04700/AT4G23810/AT3G10040/AT5G26920/AT1G77760/AT1G77120,25
IronDay8,GO:0018958,phenol-containing compound metabolic process,19/508,238/20876,6.396299389609388e-6,9.621861796083836e-5,8.194958014958194e-5,AT2G19190/AT4G14365/AT2G23620/AT4G39670/AT1G73805/AT2G03760/AT1G66090/AT1G30900/AT5G48100/AT1G08050/AT1G57630/AT5G04140/AT5G39020/AT4G39890/AT3G07720/AT4G23810/AT2G02390/AT2G39010/AT5G26920,19
IronDay8,GO:0042743,hydrogen peroxide metabolic process,23/508,334/20876,8.368364892875166e-6,1.2411110186193733e-4,1.0570566180473896e-4,AT2G19190/AT4G14365/AT5G09290/AT5G40010/AT5G11920/AT1G73805/AT4G16190/AT4G33150/AT2G16060/AT2G03760/AT3G43190/AT1G20340/AT5G08560/AT3G02550/AT1G49860/AT5G24090/AT5G39020/AT5G13820/AT4G04700/AT4G23810/AT3G10040/AT5G26920/AT1G77120,23
IronDay8,GO:0009851,auxin biosynthetic process,13/508,124/20876,1.0558839304802766e-5,1.5442302483274046e-4,1.3152238432298185e-4,AT1G51800/AT5G23010/AT3G19710/AT4G13770/AT3G44310/AT5G23020/AT4G14880/AT1G18590/AT2G05380/AT4G08770/AT2G18690/AT1G13110/AT3G44300,13
IronDay8,GO:0009850,auxin metabolic process,14/508,143/20876,1.0782972603409682e-5,1.5554068700534787e-4,1.324742993237931e-4,AT1G51800/AT5G23010/AT3G19710/AT4G13770/AT3G44310/AT5G23020/AT4G14880/AT1G18590/AT2G05380/AT1G05680/AT4G08770/AT2G18690/AT1G13110/AT3G44300,14
IronDay8,GO:0035556,intracellular signal transduction,29/508,495/20876,1.3448554832349719e-5,1.9136930051978721e-4,1.6298959768366945e-4,AT2G19190/AT3G23250/AT5G37490/AT5G01540/AT5G06860/AT4G14365/AT1G05200/AT4G39670/AT2G40180/AT1G73805/AT4G01870/AT4G16350/AT3G50260/AT2G03760/AT1G23710/AT1G16540/AT1G08050/AT1G57630/AT5G39020/AT3G53600/AT4G39890/AT4G02380/AT1G54100/AT4G23810/AT1G72360/AT4G31550/AT4G01250/AT5G26920/AT4G26560,29
IronDay8,GO:0051193,regulation of cofactor metabolic process,17/508,208/20876,1.435297463180821e-5,2.0151576383058725e-4,1.7163135980772766e-4,AT2G19190/AT4G14365/AT5G09290/AT5G40010/AT5G11920/AT1G73805/AT2G16060/AT2G03760/AT3G43190/AT3G02550/AT1G49860/AT5G39020/AT4G04700/AT4G23810/AT3G10040/AT5G26920/AT1G77120,17
IronDay8,GO:0042430,indole-containing compound metabolic process,14/508,147/20876,1.4793359787695185e-5,2.049658928479346e-4,1.7456984126199858e-4,AT1G51800/AT5G23010/AT3G19710/AT4G13770/AT3G44310/AT5G23020/AT4G14880/AT1G18590/AT2G05380/AT1G05680/AT4G08770/AT2G18690/AT1G13110/AT3G44300,14
IronDay8,GO:0009753,response to jasmonic acid,28/508,474/20876,1.62904412286286e-5,2.2277707290579112e-4,1.8973965723570157e-4,AT2G19190/AT3G23250/AT4G18950/AT5G05600/AT1G76930/AT5G01540/AT5G06860/AT4G14365/AT4G39670/AT1G73805/AT5G64890/AT1G53940/AT2G03760/AT1G66090/AT5G63970/AT1G16540/AT1G08050/AT1G57630/AT5G39020/AT4G02380/AT3G48360/AT1G01720/AT4G23810/AT5G08790/AT5G24780/AT5G64810/AT2G26690/AT5G26920,28
IronDay8,GO:0042435,indole-containing compound biosynthetic process,13/508,133/20876,2.2534290228022518e-5,3.0421291807830397e-4,2.5909872165013747e-4,AT1G51800/AT5G23010/AT3G19710/AT4G13770/AT3G44310/AT5G23020/AT4G14880/AT1G18590/AT2G05380/AT4G08770/AT2G18690/AT1G13110/AT3G44300,13
IronDay8,GO:0009867,jasmonic acid mediated signaling pathway,20/508,286/20876,2.5840339993790832e-5,3.401234751682718e-4,2.896838115093393e-4,AT2G19190/AT3G23250/AT4G18950/AT5G05600/AT5G01540/AT5G06860/AT4G14365/AT4G39670/AT1G73805/AT2G03760/AT1G66090/AT5G63970/AT1G16540/AT1G08050/AT1G57630/AT5G39020/AT4G02380/AT4G23810/AT5G64810/AT5G26920,20
IronDay8,GO:0071395,cellular response to jasmonic acid stimulus,20/508,286/20876,2.5840339993790832e-5,3.401234751682718e-4,2.896838115093393e-4,AT2G19190/AT3G23250/AT4G18950/AT5G05600/AT5G01540/AT5G06860/AT4G14365/AT4G39670/AT1G73805/AT2G03760/AT1G66090/AT5G63970/AT1G16540/AT1G08050/AT1G57630/AT5G39020/AT4G02380/AT4G23810/AT5G64810/AT5G26920,20
IronDay8,GO:0009611,response to wounding,22/508,335/20876,2.7211445216426362e-5,3.5374878781354273e-4,3.012885162364557e-4,AT3G23250/AT2G38870/AT4G18950/AT5G05600/AT1G76930/AT3G19710/AT1G05200/AT1G76690/AT4G14880/AT3G50260/AT5G63970/AT1G72300/AT1G23710/AT5G47240/AT5G24090/AT2G28290/AT4G02380/AT3G48360/AT1G01720/AT5G08790/AT1G76680/AT2G26690,22
IronDay8,GO:0017000,antibiotic biosynthetic process,20/508,288/20876,2.8541846232631837e-5,3.665190741824552e-4,3.121649934557423e-4,AT2G19190/AT4G14365/AT4G39670/AT1G73805/AT4G33150/AT2G03760/AT1G66090/AT1G30900/AT1G08050/AT1G57630/AT5G08560/AT5G04140/AT5G24090/AT5G39020/AT4G39890/AT5G13820/AT3G07720/AT4G23810/AT2G39010/AT5G26920,20
IronDay8,GO:0046189,phenol-containing compound biosynthetic process,17/508,221/20876,3.135856777093945e-5,3.9783821521444866e-4,3.388395655147801e-4,AT2G19190/AT4G14365/AT4G39670/AT1G73805/AT2G03760/AT1G66090/AT1G30900/AT5G48100/AT1G08050/AT1G57630/AT5G04140/AT5G39020/AT4G39890/AT3G07720/AT4G23810/AT2G39010/AT5G26920,17
IronDay8,GO:0046482,para-aminobenzoic acid metabolic process,7/508,38/20876,3.180672946323838e-5,3.9872007291416687e-4,3.395906453969813e-4,AT2G17500/AT1G55850/AT2G29490/AT2G37760/AT3G14990/AT4G15550/AT5G61820,7
IronDay8,GO:0009696,salicylic acid metabolic process,17/508,222/20876,3.321115212851336e-5,4.114275669567596e-4,3.5041364227236387e-4,AT2G19190/AT4G14365/AT2G23620/AT4G39670/AT1G73805/AT2G03760/AT1G66090/AT1G30900/AT1G08050/AT1G57630/AT5G04140/AT5G39020/AT4G39890/AT3G07720/AT4G23810/AT2G39010/AT5G26920,17
IronDay8,GO:0009697,salicylic acid biosynthetic process,16/508,209/20876,5.6420385711781225e-5,6.908216994709957e-4,5.883741569943404e-4,AT2G19190/AT4G14365/AT4G39670/AT1G73805/AT2G03760/AT1G66090/AT1G30900/AT1G08050/AT1G57630/AT5G04140/AT5G39020/AT4G39890/AT3G07720/AT4G23810/AT2G39010/AT5G26920,16
IronDay8,GO:0010054,trichoblast differentiation,22/508,354/20876,6.216202962656543e-5,7.523749103077403e-4,6.407991438818361e-4,AT3G02240/AT4G25220/AT3G01730/AT5G06640/AT1G12040/AT2G20520/AT5G67400/AT4G02270/AT4G25790/AT5G05500/AT2G21045/AT1G21210/AT5G43520/AT4G20260/AT3G16370/AT1G20340/AT2G32270/AT1G49860/AT3G12540/AT1G24620/AT4G30670/AT5G48010,22
IronDay8,GO:0006979,response to oxidative stress,27/508,486/20876,6.601728496792938e-5,7.899568303548824e-4,6.728077367544956e-4,AT5G24110/AT1G02930/AT2G40880/AT5G16970/AT1G78380/AT4G31390/AT5G17000/AT5G12030/AT5G63160/AT1G05680/AT1G16540/AT1G09080/AT3G46930/AT2G05830/AT5G27600/AT3G14990/AT3G01420/AT2G29500/AT4G29340/AT4G02380/AT1G54100/AT4G11170/AT3G48360/AT4G23810/AT1G66950/AT4G01970/AT3G08040,27
IronDay8,GO:0006857,oligopeptide transport,11/508,112/20876,9.122873843800477e-5,0.0010793692311822363,9.193008296768785e-4,AT2G19190/AT1G51800/AT1G05700/AT4G08850/AT1G53380/AT3G21670/AT1G78000/AT1G62200/AT1G30110/AT2G44370/AT5G48430,11
IronDay8,GO:0010053,root epidermal cell differentiation,22/508,365/20876,9.720874136493045e-5,0.001137342273969686,9.686765806189561e-4,AT3G02240/AT4G25220/AT3G01730/AT5G06640/AT1G12040/AT2G20520/AT5G67400/AT4G02270/AT4G25790/AT5G05500/AT2G21045/AT1G21210/AT5G43520/AT4G20260/AT3G16370/AT1G20340/AT2G32270/AT1G49860/AT3G12540/AT1G24620/AT4G30670/AT5G48010,22
IronDay8,GO:0090627,plant epidermal cell differentiation,22/508,375/20876,1.43307685224495e-4,0.0016582746433120136,0.0014123556716167697,AT3G02240/AT4G25220/AT3G01730/AT5G06640/AT1G12040/AT2G20520/AT5G67400/AT4G02270/AT4G25790/AT5G05500/AT2G21045/AT1G21210/AT5G43520/AT4G20260/AT3G16370/AT1G20340/AT2G32270/AT1G49860/AT3G12540/AT1G24620/AT4G30670/AT5G48010,22
IronDay8,GO:0019344,cysteine biosynthetic process,15/508,205/20876,1.5800824367186725e-4,0.0018085073976790893,0.0015403091946044724,AT1G30380/AT5G23010/AT3G19710/AT4G13770/AT5G23020/AT1G76520/AT1G79040/AT1G67740/AT4G14880/AT1G18590/AT2G05380/AT1G20340/AT1G33110/AT3G26450/AT4G04640,15
IronDay8,GO:0006534,cysteine metabolic process,15/508,207/20876,1.757871113268696e-4,0.0019903637443784267,0.0016951965914034286,AT1G30380/AT5G23010/AT3G19710/AT4G13770/AT5G23020/AT1G76520/AT1G79040/AT1G67740/AT4G14880/AT1G18590/AT2G05380/AT1G20340/AT1G33110/AT3G26450/AT4G04640,15
IronDay8,GO:0009070,serine family amino acid biosynthetic process,15/508,209/20876,1.952747238841812e-4,0.0021874923856387532,0.0018630914305635207,AT1G30380/AT5G23010/AT3G19710/AT4G13770/AT5G23020/AT1G76520/AT1G79040/AT1G67740/AT4G14880/AT1G18590/AT2G05380/AT1G20340/AT1G33110/AT3G26450/AT4G04640,15
IronDay8,GO:0071215,cellular response to abscisic acid stimulus,17/508,263/20876,2.6310404251098974e-4,0.0028859224662924187,0.002457945660300036,AT3G23250/AT4G18950/AT5G01540/AT5G06860/AT4G39670/AT2G40180/AT4G01870/AT5G64890/AT3G50260/AT1G05680/AT1G16540/AT1G08050/AT4G39890/AT4G02380/AT3G48360/AT1G01720/AT5G61820,17
IronDay8,GO:0097306,cellular response to alcohol,17/508,263/20876,2.6310404251098974e-4,0.0028859224662924187,0.002457945660300036,AT3G23250/AT4G18950/AT5G01540/AT5G06860/AT4G39670/AT2G40180/AT4G01870/AT5G64890/AT3G50260/AT1G05680/AT1G16540/AT1G08050/AT4G39890/AT4G02380/AT3G48360/AT1G01720/AT5G61820,17
IronDay8,GO:0000302,response to reactive oxygen species,19/508,318/20876,3.186978099684343e-4,0.0034596782875954777,0.002946614585926273,AT5G24110/AT5G12030/AT5G63160/AT1G05680/AT1G16540/AT1G09080/AT3G46930/AT2G05830/AT5G27600/AT3G01420/AT2G29500/AT4G29340/AT4G02380/AT1G54100/AT4G11170/AT3G48360/AT4G23810/AT1G66950/AT3G08040,19
IronDay8,GO:0009738,abscisic acid-activated signaling pathway,16/508,248/20876,4.0369325870578363e-4,0.004337642871603981,0.0036943786940636697,AT3G23250/AT4G18950/AT5G01540/AT5G06860/AT4G39670/AT2G40180/AT4G01870/AT5G64890/AT3G50260/AT1G16540/AT1G08050/AT4G39890/AT4G02380/AT3G48360/AT1G01720/AT5G61820,16
IronDay8,GO:0010015,root morphogenesis,23/508,458/20876,9.147766856940862e-4,0.009729897475109826,0.00828697220852059,AT3G02240/AT4G25220/AT3G01730/AT5G06640/AT1G12040/AT2G20520/AT5G67400/AT4G02270/AT4G25790/AT5G05500/AT2G21045/AT1G21210/AT5G43520/AT4G20260/AT3G16370/AT1G20340/AT2G32270/AT1G49860/AT3G12540/AT1G24620/AT1G31930/AT4G30670/AT5G48010,23
IronDay8,GO:0010941,regulation of cell death,21/508,404/20876,9.814207144801074e-4,0.010334360123475531,0.008801794197232123,AT2G19190/AT4G18950/AT5G01540/AT5G06860/AT4G25110/AT4G14365/AT4G39670/AT1G73805/AT1G51890/AT3G50260/AT2G03760/AT1G66090/AT1G16540/AT1G08050/AT1G57630/AT5G39020/AT4G02380/AT2G18690/AT1G13110/AT4G23810/AT5G26920,21
IronDay8,GO:0042631,cellular response to water deprivation,7/508,66/20876,0.0010927967269382958,0.011281519151627702,0.009608491345215976,AT1G78380/AT1G05680/AT3G10060/AT1G29670/AT5G24090/AT4G02380/AT1G79410,7
IronDay8,GO:0071462,cellular response to water stimulus,7/508,66/20876,0.0010927967269382958,0.011281519151627702,0.009608491345215976,AT1G78380/AT1G05680/AT3G10060/AT1G29670/AT5G24090/AT4G02380/AT1G79410,7
IronDay8,GO:0008219,cell death,24/508,496/20876,0.0011867351547792582,0.012132350660024844,0.010333146161184753,AT2G19190/AT4G18950/AT5G01540/AT5G06860/AT4G25110/AT4G14365/AT4G39670/AT1G73805/AT1G19250/AT1G51890/AT3G50260/AT2G03760/AT1G66090/AT1G16540/AT1G08050/AT1G57630/AT1G61560/AT3G01420/AT5G39020/AT4G02380/AT2G18690/AT1G13110/AT4G23810/AT5G26920,24
IronDay8,GO:0080135,regulation of cellular response to stress,20/508,385/20876,0.0012932260182932692,0.01309391343521935,0.011152111007954105,AT2G19190/AT4G18950/AT5G01540/AT5G06860/AT4G14365/AT4G39670/AT1G73805/AT1G51890/AT2G03760/AT1G66090/AT1G16540/AT1G08050/AT1G57630/AT3G14990/AT5G39020/AT4G02380/AT2G18690/AT1G13110/AT4G23810/AT5G26920,20
IronDay8,GO:0031348,negative regulation of defense response,16/508,277/20876,0.0013159783887114163,0.013197383269648776,0.011240236462978713,AT2G19190/AT5G01540/AT5G06860/AT4G14365/AT4G39670/AT1G73805/AT2G03760/AT1G66090/AT1G16540/AT1G08050/AT1G57630/AT5G39020/AT4G39890/AT4G02380/AT4G23810/AT5G26920,16
IronDay8,GO:0009069,serine family amino acid metabolic process,15/508,255/20876,0.0015397868160132696,0.01515496441097976,0.01290751204893763,AT1G30380/AT5G23010/AT3G19710/AT4G13770/AT5G23020/AT1G76520/AT1G79040/AT1G67740/AT4G14880/AT1G18590/AT2G05380/AT1G20340/AT1G33110/AT3G26450/AT4G04640,15
IronDay8,GO:0045088,regulation of innate immune response,21/508,419/20876,0.0015399631452752464,0.01515496441097976,0.01290751204893763,AT2G19190/AT4G18950/AT5G01540/AT5G06860/AT4G14365/AT4G39670/AT1G73805/AT1G19250/AT1G51890/AT2G03760/AT1G66090/AT1G16540/AT1G08050/AT1G57630/AT5G39020/AT4G02380/AT2G18690/AT1G13110/AT4G23810/AT4G23510/AT5G26920,21
IronDay8,GO:0050776,regulation of immune response,21/508,421/20876,0.0016317802111819914,0.015909857059024417,0.013550455554844609,AT2G19190/AT4G18950/AT5G01540/AT5G06860/AT4G14365/AT4G39670/AT1G73805/AT1G19250/AT1G51890/AT2G03760/AT1G66090/AT1G16540/AT1G08050/AT1G57630/AT5G39020/AT4G02380/AT2G18690/AT1G13110/AT4G23810/AT4G23510/AT5G26920,21
IronDay8,GO:0002682,regulation of immune system process,21/508,424/20876,0.0017782360676286636,0.017178739258834702,0.014631164940797891,AT2G19190/AT4G18950/AT5G01540/AT5G06860/AT4G14365/AT4G39670/AT1G73805/AT1G19250/AT1G51890/AT2G03760/AT1G66090/AT1G16540/AT1G08050/AT1G57630/AT5G39020/AT4G02380/AT2G18690/AT1G13110/AT4G23810/AT4G23510/AT5G26920,21
IronDay8,GO:0043067,regulation of programmed cell death,20/508,396/20876,0.0018041875707754734,0.01727099556387794,0.014709739811489986,AT2G19190/AT4G18950/AT5G01540/AT5G06860/AT4G25110/AT4G14365/AT4G39670/AT1G73805/AT1G51890/AT2G03760/AT1G66090/AT1G16540/AT1G08050/AT1G57630/AT5G39020/AT4G02380/AT2G18690/AT1G13110/AT4G23810/AT5G26920,20
IronDay8,GO:0010363,regulation of plant-type hypersensitive response,19/508,371/20876,0.001987423962303749,0.018853670561313943,0.01605770712074722,AT2G19190/AT4G18950/AT5G01540/AT5G06860/AT4G14365/AT4G39670/AT1G73805/AT1G51890/AT2G03760/AT1G66090/AT1G16540/AT1G08050/AT1G57630/AT5G39020/AT4G02380/AT2G18690/AT1G13110/AT4G23810/AT5G26920,19
IronDay8,GO:0009626,plant-type hypersensitive response,20/508,400/20876,0.0020282535139624787,0.01906920491252223,0.016241278138120603,AT2G19190/AT4G18950/AT5G01540/AT5G06860/AT4G14365/AT4G39670/AT1G73805/AT1G19250/AT1G51890/AT2G03760/AT1G66090/AT1G16540/AT1G08050/AT1G57630/AT5G39020/AT4G02380/AT2G18690/AT1G13110/AT4G23810/AT5G26920,20
IronDay8,GO:0034050,host programmed cell death induced by symbiont,20/508,401/20876,0.0020878107344791124,0.019455439853154913,0.016570235172577587,AT2G19190/AT4G18950/AT5G01540/AT5G06860/AT4G14365/AT4G39670/AT1G73805/AT1G19250/AT1G51890/AT2G03760/AT1G66090/AT1G16540/AT1G08050/AT1G57630/AT5G39020/AT4G02380/AT2G18690/AT1G13110/AT4G23810/AT5G26920,20
IronDay8,GO:0009610,response to symbiotic fungus,5/508,38/20876,0.0021641656780589467,0.01991786000648644,0.016964079297772227,AT5G46410/AT2G03760/AT1G33110/AT5G27600/AT5G61820,5
IronDay8,GO:0006612,protein targeting to membrane,19/508,374/20876,0.002175264863006591,0.01991786000648644,0.016964079297772227,AT2G19190/AT4G18950/AT5G01540/AT5G06860/AT4G14365/AT4G39670/AT1G73805/AT1G51890/AT2G03760/AT1G66090/AT1G16540/AT1G08050/AT1G57630/AT5G39020/AT4G02380/AT2G18690/AT1G13110/AT4G23810/AT5G26920,19
IronDay8,GO:0072657,protein localization to membrane,19/508,377/20876,0.002377846713470207,0.02140062042123186,0.01822694916668121,AT2G19190/AT4G18950/AT5G01540/AT5G06860/AT4G14365/AT4G39670/AT1G73805/AT1G51890/AT2G03760/AT1G66090/AT1G16540/AT1G08050/AT1G57630/AT5G39020/AT4G02380/AT2G18690/AT1G13110/AT4G23810/AT5G26920,19
IronDay8,GO:0090150,establishment of protein localization to membrane,19/508,377/20876,0.002377846713470207,0.02140062042123186,0.01822694916668121,AT2G19190/AT4G18950/AT5G01540/AT5G06860/AT4G14365/AT4G39670/AT1G73805/AT1G51890/AT2G03760/AT1G66090/AT1G16540/AT1G08050/AT1G57630/AT5G39020/AT4G02380/AT2G18690/AT1G13110/AT4G23810/AT5G26920,19
IronDay8,GO:0009608,response to symbiont,5/508,39/20876,0.0024335337375644343,0.02171619513267245,0.018495724749374647,AT5G46410/AT2G03760/AT1G33110/AT5G27600/AT5G61820,5
IronDay8,GO:0009723,response to ethylene,18/508,353/20876,0.0027017534500288825,0.023907112461179946,0.020361733210301707,AT3G23250/AT4G18950/AT2G15490/AT2G15480/AT4G39670/AT4G01870/AT5G64890/AT1G53940/AT1G23710/AT1G16540/AT2G05830/AT5G44990/AT1G31930/AT1G54100/AT2G28210/AT1G72360/AT5G38900/AT3G08040,18
IronDay8,GO:0000097,sulfur amino acid biosynthetic process,16/508,298/20876,0.002753819077119326,0.024164762401722086,0.02058117415531286,AT1G30380/AT5G23010/AT3G19710/AT4G13770/AT5G23020/AT1G76520/AT1G79040/AT1G67740/AT4G14880/AT1G18590/AT2G05380/AT1G20340/AT1G33110/AT2G05830/AT3G26450/AT4G04640,16
IronDay8,GO:0043069,negative regulation of programmed cell death,11/508,168/20876,0.0027903377667036267,0.024282856763131563,0.02068175534781636,AT5G01540/AT5G06860/AT4G25110/AT4G14365/AT1G51890/AT1G16540/AT1G08050/AT5G39020/AT4G02380/AT2G18690/AT5G26920,11
IronDay8,GO:0000165,MAPK cascade,13/508,221/20876,0.0030899500635650154,0.0264529871295444,0.022530059513542092,AT2G19190/AT5G01540/AT5G06860/AT4G14365/AT1G73805/AT2G03760/AT1G16540/AT1G08050/AT1G57630/AT5G39020/AT4G02380/AT4G23810/AT5G26920,13
IronDay8,GO:0023014,signal transduction by protein phosphorylation,13/508,221/20876,0.0030899500635650154,0.0264529871295444,0.022530059513542092,AT2G19190/AT5G01540/AT5G06860/AT4G14365/AT1G73805/AT2G03760/AT1G16540/AT1G08050/AT1G57630/AT5G39020/AT4G02380/AT4G23810/AT5G26920,13
IronDay8,GO:0002237,response to molecule of bacterial origin,8/508,101/20876,0.0032577184357902946,0.027664334781348228,0.023561766615393304,AT4G25110/AT4G14365/AT1G73805/AT4G20260/AT1G57630/AT5G39020/AT5G07280/AT5G26920,8
IronDay8,GO:0010043,response to zinc ion,6/508,60/20876,0.003321325849481214,0.027938305764371577,0.023795108223366408,AT4G02520/AT2G29480/AT4G33020/AT3G07720/AT3G58810/AT2G28960,6
IronDay8,GO:0060548,negative regulation of cell death,11/508,172/20876,0.003343045134198308,0.027938305764371577,0.023795108223366408,AT5G01540/AT5G06860/AT4G25110/AT4G14365/AT1G51890/AT1G16540/AT1G08050/AT5G39020/AT4G02380/AT2G18690/AT5G26920,11
IronDay8,GO:0006817,phosphate ion transport,4/508,26/20876,0.003386138802194237,0.028014032547456512,0.023859604868728894,AT5G43350/AT2G03260/AT5G43370/AT1G69480,4
IronDay8,GO:0012501,programmed cell death,21/508,448/20876,0.003405314497696518,0.028014032547456512,0.023859604868728894,AT2G19190/AT4G18950/AT5G01540/AT5G06860/AT4G25110/AT4G14365/AT4G39670/AT1G73805/AT1G19250/AT1G51890/AT2G03760/AT1G66090/AT1G16540/AT1G08050/AT1G57630/AT5G39020/AT4G02380/AT2G18690/AT1G13110/AT4G23810/AT5G26920,21
IronDay8,GO:0002252,immune effector process,15/508,280/20876,0.003759590113994439,0.030688747209582513,0.0261376644400103,AT2G43620/AT3G23250/AT1G51800/AT5G37490/AT4G14365/AT2G27660/AT4G39670/AT3G50260/AT1G23710/AT3G52450/AT3G53600/AT2G28290/AT1G51620/AT4G31550/AT4G01250,15
IronDay8,GO:0009595,detection of biotic stimulus,8/508,104/20876,0.003899093062186612,0.03158265380371156,0.026899006388526266,AT2G19190/AT5G01540/AT4G14365/AT1G73805/AT2G03760/AT5G39020/AT4G23810/AT5G26920,8
IronDay8,GO:0046688,response to copper ion,3/508,14/20876,0.004268711483560217,0.034312619787701594,0.029224123615856204,AT5G48100/AT4G20260/AT1G20340,3
IronDay8,GO:0009743,response to carbohydrate,19/508,401/20876,0.0046431830444225415,0.03703993746800709,0.03154698527789478,AT1G79040/AT4G33150/AT1G30900/AT1G16540/AT4G20260/AT1G73650/AT1G20340/AT3G60140/AT5G04140/AT2G28290/AT1G31930/AT4G02280/AT1G54100/AT3G48360/AT1G15380/AT5G08790/AT3G26450/AT2G39010/AT5G57785,19
IronDay8,GO:1901699,cellular response to nitrogen compound,4/508,30/20876,0.005750000543257343,0.04533880397272585,0.038615145683773104,AT1G05200/AT2G05830/AT3G01420/AT3G08040,4
IronDay8,GO:0030968,endoplasmic reticulum unfolded protein response,11/508,185/20876,0.005769610382094267,0.04533880397272585,0.038615145683773104,AT5G01540/AT5G06860/AT4G14365/AT5G63790/AT4G39670/AT5G42010/AT1G16540/AT1G08050/AT2G18680/AT4G39890/AT4G02380,11
IronDay8,GO:0071396,cellular response to lipid,18/508,381/20876,0.0059451491552985816,0.04637216341132894,0.03949525988549234,AT3G23250/AT4G18950/AT5G01540/AT5G06860/AT2G44080/AT4G39670/AT2G40180/AT4G01870/AT5G64890/AT3G50260/AT1G05680/AT1G16540/AT1G08050/AT4G39890/AT4G02380/AT3G48360/AT1G01720/AT5G61820,18
