Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
cluster7,GO:0042743,hydrogen peroxide metabolic process,18/415,334/20876,1.3814576279564474e-4,0.003757564748041537,0.002890154774277305,AT1G47128/AT3G52880/AT2G38180/AT3G60750/AT1G51420/AT4G33950/AT1G63940/AT3G50530/AT1G02220/AT2G25000/AT4G33070/AT1G28480/AT5G02790/AT4G34460/AT1G28470/AT2G03760/AT4G18360/AT3G28510,18
cluster7,GO:0022411,cellular component disassembly,6/415,43/20876,1.947306612808327e-4,0.00516748681642795,0.003974605281598511,AT4G32810/AT4G01430/AT1G55020/AT3G08860/AT1G17020/AT3G60140,6
cluster7,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,10/415,125/20876,2.0113869942184258e-4,0.005210450118356303,0.0040076507779540065,AT1G78380/AT5G48180/AT2G47000/AT3G05630/AT2G02390/AT3G09270/AT2G16740/AT3G08690/AT4G24820/AT1G17170,10
cluster7,GO:0055114,oxidation-reduction process,20/415,408/20876,2.1322658848804425e-4,0.005395128564534701,0.004149697376939906,AT1G78380/AT5G48180/AT4G04610/AT3G05630/AT1G55020/AT2G02390/AT2G37760/AT1G62180/AT5G27600/AT1G72680/AT3G12800/AT3G09270/AT5G13420/AT2G44350/AT5G04590/AT3G08690/AT3G22370/AT4G24820/AT3G27380/AT1G17170,20
cluster7,GO:0000041,transition metal ion transport,14/415,231/20876,2.3036708432739697e-4,0.005481678516276763,0.004216267821633152,AT2G27550/AT5G45070/AT3G53480/AT3G08040/AT4G13660/AT4G31910/AT2G36290/AT3G62270/AT5G66690/AT2G04040/AT4G36610/AT4G18360/AT4G00430/AT5G23190,14
cluster7,GO:0009806,lignan metabolic process,4/415,16/20876,2.3176214315140725e-4,0.005481678516276763,0.004216267821633152,AT2G39430/AT4G13660/AT1G55210/AT4G23690,4
cluster7,GO:0009807,lignan biosynthetic process,4/415,16/20876,2.3176214315140725e-4,0.005481678516276763,0.004216267821633152,AT2G39430/AT4G13660/AT1G55210/AT4G23690,4
cluster7,GO:0015706,nitrate transport,13/415,206/20876,2.5863224558900764e-4,0.005970019550769621,0.004591878427691417,AT3G08040/AT3G50740/AT4G13660/AT4G31910/AT5G41040/AT3G62270/AT1G69870/AT3G22600/AT2G01890/AT4G33420/AT2G15620/AT4G20860/AT3G22620,13
cluster7,GO:0071215,cellular response to abscisic acid stimulus,15/415,263/20876,2.6887036579752887e-4,0.005970019550769621,0.004591878427691417,AT2G47000/AT5G20990/AT4G33950/AT1G45249/AT4G35790/AT3G50260/AT1G28480/AT3G05360/AT2G46680/AT4G34460/AT5G20910/AT1G05680/AT5G25930/AT5G61820/AT4G01870,15
cluster7,GO:0097306,cellular response to alcohol,15/415,263/20876,2.6887036579752887e-4,0.005970019550769621,0.004591878427691417,AT2G47000/AT5G20990/AT4G33950/AT1G45249/AT4G35790/AT3G50260/AT1G28480/AT3G05360/AT2G46680/AT4G34460/AT5G20910/AT1G05680/AT5G25930/AT5G61820/AT4G01870,15
cluster7,GO:0034440,lipid oxidation,12/415,185/20876,3.4491816096681436e-4,0.007505419182637881,0.005772840799339314,AT1G78380/AT5G48180/AT3G05630/AT1G55020/AT2G02390/AT5G27600/AT1G72680/AT3G12800/AT3G09270/AT3G08690/AT4G24820/AT1G17170,12
cluster7,GO:0009812,flavonoid metabolic process,14/415,244/20876,4.0178497165288426e-4,0.008571412728594864,0.006592756500805842,AT2G02990/AT4G34230/AT5G57785/AT4G13660/AT5G35735/AT2G36290/AT1G17020/AT5G09220/AT4G27830/AT2G37970/AT4G01070/AT4G15480/AT3G51240/AT4G34135,14
cluster7,GO:0009611,response to wounding,17/415,335/20876,4.2237461667340434e-4,0.008759023257190659,0.006737058329592274,AT2G02990/AT4G34230/AT3G50930/AT1G76680/AT4G13660/AT1G55020/AT1G76690/AT2G36290/AT2G16900/AT1G01120/AT3G50260/AT5G37770/AT1G28480/AT5G14780/AT3G44550/AT1G01470/AT4G01070,17
cluster7,GO:0009813,flavonoid biosynthetic process,13/415,217/20876,4.2668036087417736e-4,0.008759023257190659,0.006737058329592274,AT2G02990/AT4G34230/AT5G57785/AT4G13660/AT5G35735/AT2G36290/AT1G17020/AT5G09220/AT2G37970/AT4G01070/AT4G15480/AT3G51240/AT4G34135,13
cluster7,GO:0030258,lipid modification,12/415,191/20876,4.6026446039077227e-4,0.009141857013746247,0.007031517343196853,AT1G78380/AT5G48180/AT3G05630/AT1G55020/AT2G02390/AT5G27600/AT1G72680/AT3G12800/AT3G09270/AT3G08690/AT4G24820/AT1G17170,12
cluster7,GO:0035966,response to topologically incorrect protein,18/415,369/20876,4.62134315952246e-4,0.009141857013746247,0.007031517343196853,AT1G78380/AT5G48180/AT2G47000/AT3G05630/AT5G20990/AT2G02390/AT2G31370/AT1G28480/AT3G09270/AT3G05360/AT1G77920/AT4G34460/AT2G16740/AT3G08690/AT3G52930/AT4G24820/AT5G63790/AT1G17170,18
cluster7,GO:0009738,abscisic acid-activated signaling pathway,14/415,248/20876,4.726979611314315e-4,0.009183846101982097,0.00706381351690767,AT2G47000/AT5G20990/AT4G33950/AT1G45249/AT4G35790/AT3G50260/AT1G28480/AT3G05360/AT2G46680/AT4G34460/AT5G20910/AT5G25930/AT5G61820/AT4G01870,14
cluster7,GO:0006972,hyperosmotic response,14/415,250/20876,5.119808800127953e-4,0.009772547323753003,0.007516616797971787,AT1G47128/AT2G47000/AT5G49480/AT3G60750/AT3G50260/AT1G28480/AT3G14440/AT5G35630/AT2G46680/AT5G04590/AT1G05680/AT3G52930/AT4G18890/AT1G80160,14
cluster7,GO:0009991,response to extracellular stimulus,18/415,373/20876,5.245081792409016e-4,0.009839049983001738,0.007567767740408653,AT5G48850/AT2G02990/AT1G78380/AT1G79410/AT3G02050/AT3G05630/AT3G17790/AT3G08040/AT4G13660/AT4G31910/AT5G09570/AT3G62270/AT3G08860/AT2G33770/AT4G34460/AT1G05680/AT1G71040/AT4G00430,18
cluster5,GO:0015698,inorganic anion transport,18/359,256/20876,5.209379859410144e-7,3.3936454301674375e-4,2.882486585131263e-4,AT2G01530/AT5G45480/AT1G50560/AT3G01190/AT3G13790/AT3G16460/AT1G22500/AT5G40510/AT2G14100/AT3G45650/AT1G52200/AT4G21600/AT3G45710/AT1G76430/AT2G29750/AT1G62660/AT1G02860/AT3G45060,18
cluster5,GO:0015706,nitrate transport,16/359,206/20876,6.011772241217782e-7,3.3936454301674375e-4,2.882486585131263e-4,AT2G01530/AT5G45480/AT1G50560/AT3G01190/AT3G13790/AT3G16460/AT1G22500/AT5G40510/AT2G14100/AT3G45650/AT1G52200/AT4G21600/AT3G45710/AT2G29750/AT1G62660/AT3G45060,16
cluster5,GO:0006826,iron ion transport,12/359,120/20876,1.1104814508405907e-6,4.179111859996756e-4,3.5496442165465904e-4,AT2G01530/AT1G50560/AT3G01190/AT5G40510/AT2G14100/AT2G28160/AT4G21600/AT1G01620/AT5G60660/AT3G45710/AT2G29750/AT1G62660,12
cluster5,GO:0010167,response to nitrate,15/359,197/20876,1.7356235606660253e-6,4.898797499979856e-4,4.160929115175656e-4,AT2G01530/AT5G45480/AT1G50560/AT3G01190/AT3G13790/AT3G16460/AT1G22500/AT5G40510/AT2G14100/AT1G52200/AT4G21600/AT3G45710/AT2G29750/AT1G62660/AT1G02860,15
cluster5,GO:0000041,transition metal ion transport,16/359,231/20876,2.722949947405808e-6,5.145166541544512e-4,4.370189473075429e-4,AT2G01530/AT1G07560/AT5G26280/AT1G50560/AT3G01190/AT4G22212/AT5G40510/AT2G14100/AT5G23830/AT2G28160/AT4G21600/AT1G01620/AT5G60660/AT3G45710/AT2G29750/AT1G62660,16
cluster5,GO:0046916,cellular transition metal ion homeostasis,13/359,154/20876,2.734366629695932e-6,5.145166541544512e-4,4.370189473075429e-4,AT2G01530/AT1G50560/AT3G01190/AT5G40510/AT2G14100/AT2G41560/AT4G21600/AT1G01620/AT5G60660/AT3G45710/AT2G38170/AT2G29750/AT1G62660,13
cluster5,GO:0006857,oligopeptide transport,11/359,112/20876,3.7198785897861523e-6,5.999632754097951e-4,5.095953977887497e-4,AT1G71880/AT1G72120/AT3G45650/AT4G01090/AT4G36670/AT1G22550/AT3G45710/AT1G30110/AT4G10770/AT1G52190/AT1G22570,11
cluster5,GO:0010106,cellular response to iron ion starvation,11/359,116/20876,5.241536543778958e-6,7.397118447408055e-4,6.282947093924515e-4,AT2G01530/AT1G50560/AT3G01190/AT5G40510/AT2G14100/AT4G21600/AT1G01620/AT5G60660/AT3G45710/AT2G29750/AT1G62660,11
cluster5,GO:0006875,cellular metal ion homeostasis,14/359,195/20876,7.590113852543312e-6,9.521376155023776e-4,8.087244116569542e-4,AT2G01530/AT1G50560/AT3G01190/AT5G40510/AT2G14100/AT2G41560/AT4G21600/AT1G05200/AT1G01620/AT5G60660/AT3G45710/AT2G38170/AT2G29750/AT1G62660,14
cluster5,GO:0030003,cellular cation homeostasis,17/359,282/20876,8.600637522377255e-6,9.710119762763921e-4,8.247558718827032e-4,AT2G01530/AT1G50560/AT3G01190/AT5G40510/AT2G14100/AT2G41560/AT1G52200/AT2G13360/AT4G21600/AT1G05200/AT1G01620/AT5G60660/AT3G45710/AT2G38170/AT2G29750/AT1G62660/AT1G70890,17
cluster5,GO:0055065,metal ion homeostasis,15/359,227/20876,9.84259804597421e-6,9.752009407741331e-4,8.28313884709557e-4,AT2G01530/AT1G50560/AT3G01190/AT5G40510/AT3G47220/AT2G14100/AT2G41560/AT4G21600/AT1G05200/AT1G01620/AT5G60660/AT3G45710/AT2G38170/AT2G29750/AT1G62660,15
cluster5,GO:0055080,cation homeostasis,18/359,319/20876,1.159321526143939e-5,9.752009407741331e-4,8.28313884709557e-4,AT2G01530/AT1G50560/AT3G01190/AT5G40510/AT3G47220/AT2G14100/AT2G41560/AT1G52200/AT2G13360/AT4G21600/AT1G05200/AT1G01620/AT5G60660/AT3G45710/AT2G38170/AT2G29750/AT1G62660/AT1G70890,18
cluster5,GO:0055076,transition metal ion homeostasis,13/359,176/20876,1.1818521397187269e-5,9.752009407741331e-4,8.28313884709557e-4,AT2G01530/AT1G50560/AT3G01190/AT5G40510/AT2G14100/AT2G41560/AT4G21600/AT1G01620/AT5G60660/AT3G45710/AT2G38170/AT2G29750/AT1G62660,13
cluster5,GO:0006879,cellular iron ion homeostasis,11/359,127/20876,1.2538344397212182e-5,9.752009407741331e-4,8.28313884709557e-4,AT2G01530/AT1G50560/AT3G01190/AT5G40510/AT2G14100/AT4G21600/AT1G01620/AT5G60660/AT3G45710/AT2G29750/AT1G62660,11
cluster5,GO:0006873,cellular ion homeostasis,17/359,291/20876,1.2956611259178032e-5,9.752009407741331e-4,8.28313884709557e-4,AT2G01530/AT1G50560/AT3G01190/AT5G40510/AT2G14100/AT2G41560/AT1G52200/AT2G13360/AT4G21600/AT1G05200/AT1G01620/AT5G60660/AT3G45710/AT2G38170/AT2G29750/AT1G62660/AT1G70890,17
cluster5,GO:0055082,cellular chemical homeostasis,17/359,300/20876,1.918639623208078e-5,0.0013538400841262,0.0011499215110148415,AT2G01530/AT1G50560/AT3G01190/AT5G40510/AT2G14100/AT2G41560/AT1G52200/AT2G13360/AT4G21600/AT1G05200/AT1G01620/AT5G60660/AT3G45710/AT2G38170/AT2G29750/AT1G62660/AT1G70890,17
cluster5,GO:0098771,inorganic ion homeostasis,15/359,248/20876,2.7934305938131546e-5,0.0017999375192328058,0.001528826702737482,AT2G01530/AT1G50560/AT3G01190/AT5G40510/AT3G47220/AT2G14100/AT2G41560/AT4G21600/AT1G05200/AT1G01620/AT5G60660/AT3G45710/AT2G38170/AT2G29750/AT1G62660,15
cluster5,GO:0050801,ion homeostasis,18/359,343/20876,3.0499258091532525e-5,0.0017999375192328058,0.001528826702737482,AT2G01530/AT1G50560/AT3G01190/AT5G40510/AT3G47220/AT2G14100/AT2G41560/AT1G52200/AT2G13360/AT4G21600/AT1G05200/AT1G01620/AT5G60660/AT3G45710/AT2G38170/AT2G29750/AT1G62660/AT1G70890,18
cluster5,GO:0006833,water transport,11/359,141/20876,3.347979442328514e-5,0.0017999375192328058,0.001528826702737482,AT1G29660/AT1G13930/AT2G23610/AT2G13360/AT3G05880/AT1G01620/AT5G60660/AT2G38170/AT4G39100/AT4G23400/AT4G15920,11
cluster5,GO:0042044,fluid transport,11/359,141/20876,3.347979442328514e-5,0.0017999375192328058,0.001528826702737482,AT1G29660/AT1G13930/AT2G23610/AT2G13360/AT3G05880/AT1G01620/AT5G60660/AT2G38170/AT4G39100/AT4G23400/AT4G15920,11
cluster5,GO:0055072,iron ion homeostasis,11/359,141/20876,3.347979442328514e-5,0.0017999375192328058,0.001528826702737482,AT2G01530/AT1G50560/AT3G01190/AT5G40510/AT2G14100/AT4G21600/AT1G01620/AT5G60660/AT3G45710/AT2G29750/AT1G62660,11
cluster5,GO:0019725,cellular homeostasis,17/359,317/20876,3.857273195217359e-5,0.0019794824715456357,0.00168132817265216,AT2G01530/AT1G50560/AT3G01190/AT5G40510/AT2G14100/AT2G41560/AT1G52200/AT2G13360/AT4G21600/AT1G05200/AT1G01620/AT5G60660/AT3G45710/AT2G38170/AT2G29750/AT1G62660/AT1G70890,17
cluster5,GO:0090627,plant epidermal cell differentiation,18/359,375/20876,9.61000775217166e-5,0.004717260327044263,0.004006735497587361,AT5G62340/AT3G01190/AT5G58010/AT4G22212/AT3G43960/AT1G79840/AT5G10480/AT4G15290/AT1G14350/AT5G60660/AT3G16370/AT4G39100/AT3G13750/AT4G30200/AT5G19530/AT2G29750/AT2G01420/AT4G00730,18
cluster5,GO:1903047,mitotic cell cycle process,14/359,249/20876,1.1240503238230515e-4,0.0052877200649842715,0.004491271250012281,AT3G22790/AT1G63100/AT1G01040/AT4G14150/AT4G32730/AT4G21270/AT3G25980/AT3G11520/AT5G15510/AT4G14330/AT5G55820/AT5G02370/AT4G23800/AT2G16270,14
cluster5,GO:0048878,chemical homeostasis,18/359,387/20876,1.424682082496039e-4,0.006217537331330823,0.0052810372559250205,AT2G01530/AT1G50560/AT3G01190/AT5G40510/AT3G47220/AT2G14100/AT2G41560/AT1G52200/AT2G13360/AT4G21600/AT1G05200/AT1G01620/AT5G60660/AT3G45710/AT2G38170/AT2G29750/AT1G62660/AT1G70890,18
cluster5,GO:0010015,root morphogenesis,20/359,458/20876,1.4428146274819977e-4,0.006217537331330823,0.0052810372559250205,AT5G62340/AT3G01190/AT5G58010/AT4G22212/AT2G45470/AT3G43960/AT1G79840/AT5G10480/AT4G15290/AT5G48900/AT5G60660/AT3G16370/AT4G39100/AT3G13750/AT1G67710/AT4G30200/AT5G19530/AT2G29750/AT2G01420/AT4G00730,20
cluster5,GO:0010054,trichoblast differentiation,17/359,354/20876,1.4869221252961225e-4,0.006217537331330823,0.0052810372559250205,AT5G62340/AT3G01190/AT5G58010/AT4G22212/AT3G43960/AT1G79840/AT5G10480/AT4G15290/AT5G60660/AT3G16370/AT4G39100/AT3G13750/AT4G30200/AT5G19530/AT2G29750/AT2G01420/AT4G00730,17
cluster5,GO:0048764,trichoblast maturation,16/359,323/20876,1.6300681347981537e-4,0.006346023876507295,0.005390170855902426,AT5G62340/AT3G01190/AT5G58010/AT4G22212/AT3G43960/AT5G10480/AT4G15290/AT5G60660/AT3G16370/AT4G39100/AT3G13750/AT4G30200/AT5G19530/AT2G29750/AT2G01420/AT4G00730,16
cluster5,GO:0048765,root hair cell differentiation,16/359,323/20876,1.6300681347981537e-4,0.006346023876507295,0.005390170855902426,AT5G62340/AT3G01190/AT5G58010/AT4G22212/AT3G43960/AT5G10480/AT4G15290/AT5G60660/AT3G16370/AT4G39100/AT3G13750/AT4G30200/AT5G19530/AT2G29750/AT2G01420/AT4G00730,16
cluster5,GO:0048469,cell maturation,16/359,324/20876,1.6884379188627325e-4,0.0063541547013200835,0.005397076996785788,AT5G62340/AT3G01190/AT5G58010/AT4G22212/AT3G43960/AT5G10480/AT4G15290/AT5G60660/AT3G16370/AT4G39100/AT3G13750/AT4G30200/AT5G19530/AT2G29750/AT2G01420/AT4G00730,16
cluster5,GO:0007017,microtubule-based process,14/359,262/20876,1.9121032458130897e-4,0.0065667886759764,0.005577683542785419,AT2G01910/AT5G23860/AT3G22790/AT1G63100/AT1G01040/AT4G14150/AT2G01750/AT4G21270/AT3G11520/AT5G15510/AT4G14330/AT5G55820/AT4G23800/AT2G16270,14
cluster5,GO:0009750,response to fructose,10/359,144/20876,1.994376533819763e-4,0.0065667886759764,0.005577683542785419,AT1G29660/AT2G23610/AT2G13360/AT1G28330/AT2G38170/AT2G39570/AT4G23400/AT4G33360/AT3G61060/AT4G15920,10
cluster5,GO:0016129,phytosteroid biosynthetic process,9/359,118/20876,2.0518622761790274e-4,0.0065667886759764,0.005577683542785419,AT3G16460/AT2G14100/AT3G43960/AT4G21600/AT1G12080/AT1G01620/AT2G29660/AT3G58710/AT1G62660,9
cluster5,GO:0016132,brassinosteroid biosynthetic process,9/359,118/20876,2.0518622761790274e-4,0.0065667886759764,0.005577683542785419,AT3G16460/AT2G14100/AT3G43960/AT4G21600/AT1G12080/AT1G01620/AT2G29660/AT3G58710/AT1G62660,9
cluster5,GO:0010053,root epidermal cell differentiation,17/359,365/20876,2.1349876718118873e-4,0.0065667886759764,0.005577683542785419,AT5G62340/AT3G01190/AT5G58010/AT4G22212/AT3G43960/AT1G79840/AT5G10480/AT4G15290/AT5G60660/AT3G16370/AT4G39100/AT3G13750/AT4G30200/AT5G19530/AT2G29750/AT2G01420/AT4G00730,17
cluster5,GO:0034284,response to monosaccharide,11/359,174/20876,2.213109277296036e-4,0.0065667886759764,0.005577683542785419,AT1G29660/AT1G22500/AT2G23610/AT2G13360/AT1G28330/AT2G38170/AT2G39570/AT4G23400/AT4G33360/AT3G61060/AT4G15920,11
cluster5,GO:0000911,cytokinesis by cell plate formation,12/359,204/20876,2.2684212432513693e-4,0.0065667886759764,0.005577683542785419,AT3G22790/AT1G63100/AT1G01040/AT4G14150/AT4G32730/AT4G21270/AT3G11520/AT5G15510/AT4G14330/AT5G55820/AT4G23800/AT2G16270,12
cluster5,GO:0032506,cytokinetic process,12/359,204/20876,2.2684212432513693e-4,0.0065667886759764,0.005577683542785419,AT3G22790/AT1G63100/AT1G01040/AT4G14150/AT4G32730/AT4G21270/AT3G11520/AT5G15510/AT4G14330/AT5G55820/AT4G23800/AT2G16270,12
cluster5,GO:1902410,mitotic cytokinetic process,12/359,204/20876,2.2684212432513693e-4,0.0065667886759764,0.005577683542785419,AT3G22790/AT1G63100/AT1G01040/AT4G14150/AT4G32730/AT4G21270/AT3G11520/AT5G15510/AT4G14330/AT5G55820/AT4G23800/AT2G16270,12
cluster5,GO:0000278,mitotic cell cycle,18/359,403/20876,2.3421557020223308e-4,0.006610734468958029,0.005615010117216693,AT1G06230/AT1G70210/AT3G22790/AT1G63100/AT1G01040/AT4G14150/AT4G32730/AT5G03070/AT4G21270/AT3G25980/AT3G11520/AT5G15510/AT4G14330/AT5G55820/AT5G02370/AT4G23800/AT2G27350/AT2G16270,18
cluster5,GO:0031667,response to nutrient levels,16/359,335/20876,2.460902268082146e-4,0.0067764845382066894,0.005755794521753107,AT2G01530/AT1G66270/AT1G50560/AT3G01190/AT1G22500/AT5G40510/AT4G21830/AT2G14100/AT4G21600/AT1G01620/AT5G60660/AT3G45710/AT2G29750/AT1G62660/AT1G32940/AT1G02860,16
cluster5,GO:0016093,polyprenol metabolic process,4/359,19/20876,2.717114852028318e-4,0.007189842051432221,0.006106891155521658,AT4G26770/AT5G58784/AT2G23410/AT4G33360,4
cluster5,GO:0016128,phytosteroid metabolic process,9/359,123/20876,2.8020642184501125e-4,0.007189842051432221,0.006106891155521658,AT3G16460/AT2G14100/AT3G43960/AT4G21600/AT1G12080/AT1G01620/AT2G29660/AT3G58710/AT1G62660,9
cluster5,GO:0016131,brassinosteroid metabolic process,9/359,123/20876,2.8020642184501125e-4,0.007189842051432221,0.006106891155521658,AT3G16460/AT2G14100/AT3G43960/AT4G21600/AT1G12080/AT1G01620/AT2G29660/AT3G58710/AT1G62660,9
cluster5,GO:0000281,mitotic cytokinesis,12/359,210/20876,2.959435608470042e-4,0.007424895115472617,0.006306539975008676,AT3G22790/AT1G63100/AT1G01040/AT4G14150/AT4G32730/AT4G21270/AT3G11520/AT5G15510/AT4G14330/AT5G55820/AT4G23800/AT2G16270,12
cluster5,GO:0000226,microtubule cytoskeleton organization,13/359,243/20876,3.179695866737058e-4,0.007588410704366469,0.0064454264618692405,AT2G01910/AT3G22790/AT1G63100/AT1G01040/AT4G14150/AT2G01750/AT4G21270/AT3G11520/AT5G15510/AT4G14330/AT5G55820/AT4G23800/AT2G16270,13
cluster5,GO:0000910,cytokinesis,12/359,212/20876,3.226250786621705e-4,0.007588410704366469,0.0064454264618692405,AT3G22790/AT1G63100/AT1G01040/AT4G14150/AT4G32730/AT4G21270/AT3G11520/AT5G15510/AT4G14330/AT5G55820/AT4G23800/AT2G16270,12
cluster5,GO:0061640,cytoskeleton-dependent cytokinesis,12/359,212/20876,3.226250786621705e-4,0.007588410704366469,0.0064454264618692405,AT3G22790/AT1G63100/AT1G01040/AT4G14150/AT4G32730/AT4G21270/AT3G11520/AT5G15510/AT4G14330/AT5G55820/AT4G23800/AT2G16270,12
cluster5,GO:0007346,regulation of mitotic cell cycle,8/359,103/20876,4.0689604905942006e-4,0.009375217130369087,0.007963099907478663,AT1G06230/AT4G14150/AT4G21270/AT3G25980/AT3G11520/AT5G55820/AT5G02370/AT2G27350,8
cluster5,GO:0006694,steroid biosynthetic process,12/359,218/20876,4.1522490449510854e-4,0.00937577834349955,0.007963576589369347,AT3G06460/AT3G16460/AT2G14100/AT3G43960/AT4G21600/AT1G12080/AT1G01620/AT1G66960/AT2G29660/AT1G78950/AT3G58710/AT1G62660,12
cluster5,GO:0009902,chloroplast relocation,8/359,104/20876,4.343214222300133e-4,0.00942978626341702,0.008009449709545388,AT1G62750/AT1G17220/AT4G29060/AT4G34830/AT2G26570/AT2G36990/AT3G23700/AT3G63490,8
cluster5,GO:0051667,establishment of plastid localization,8/359,104/20876,4.343214222300133e-4,0.00942978626341702,0.008009449709545388,AT1G62750/AT1G17220/AT4G29060/AT4G34830/AT2G26570/AT2G36990/AT3G23700/AT3G63490,8
cluster5,GO:0019750,chloroplast localization,8/359,105/20876,4.6322907583872387e-4,0.009684919011517024,0.00822615376391964,AT1G62750/AT1G17220/AT4G29060/AT4G34830/AT2G26570/AT2G36990/AT3G23700/AT3G63490,8
cluster5,GO:0051644,plastid localization,8/359,105/20876,4.6322907583872387e-4,0.009684919011517024,0.00822615376391964,AT1G62750/AT1G17220/AT4G29060/AT4G34830/AT2G26570/AT2G36990/AT3G23700/AT3G63490,8
cluster5,GO:0070417,cellular response to cold,4/359,22/20876,4.923190141387499e-4,0.009952904563084666,0.008453774702317032,AT1G66280/AT1G66270/AT3G09260/AT1G05200,4
cluster5,GO:0060918,auxin transport,8/359,106/20876,4.936781714196115e-4,0.009952904563084666,0.008453774702317032,AT2G45470/AT5G48900/AT3G16370/AT5G56750/AT5G19530/AT2G01420/AT2G42620/AT1G17140,8
cluster1,GO:0010054,trichoblast differentiation,40/410,354/20876,3.506277560146662e-19,3.7376918791163413e-16,3.4066254610688094e-16,AT1G12090/AT5G43230/AT2G21045/AT3G12540/AT5G44610/AT4G34580/AT2G32270/AT3G26720/AT1G52240/AT2G44110/AT2G45890/AT3G21340/AT1G63450/AT5G67400/AT2G03720/AT3G48940/AT5G43520/AT4G30670/AT1G01750/AT4G00680/AT4G29180/AT5G64330/AT2G20520/AT1G34510/AT4G40090/AT5G35190/AT5G51310/AT4G25790/AT5G54040/AT4G30320/AT5G06640/AT5G04960/AT3G54870/AT4G02270/AT5G19800/AT1G24620/AT3G10710/AT4G33880/AT3G62680/AT4G26010,40
cluster1,GO:0010053,root epidermal cell differentiation,40/410,365/20876,1.0547376584130514e-18,5.621751719341564e-16,5.123804519553929e-16,AT1G12090/AT5G43230/AT2G21045/AT3G12540/AT5G44610/AT4G34580/AT2G32270/AT3G26720/AT1G52240/AT2G44110/AT2G45890/AT3G21340/AT1G63450/AT5G67400/AT2G03720/AT3G48940/AT5G43520/AT4G30670/AT1G01750/AT4G00680/AT4G29180/AT5G64330/AT2G20520/AT1G34510/AT4G40090/AT5G35190/AT5G51310/AT4G25790/AT5G54040/AT4G30320/AT5G06640/AT5G04960/AT3G54870/AT4G02270/AT5G19800/AT1G24620/AT3G10710/AT4G33880/AT3G62680/AT4G26010,40
cluster1,GO:0090627,plant epidermal cell differentiation,40/410,375/20876,2.7705470169414722e-18,9.844677066865363e-16,8.972683847849048e-16,AT1G12090/AT5G43230/AT2G21045/AT3G12540/AT5G44610/AT4G34580/AT2G32270/AT3G26720/AT1G52240/AT2G44110/AT2G45890/AT3G21340/AT1G63450/AT5G67400/AT2G03720/AT3G48940/AT5G43520/AT4G30670/AT1G01750/AT4G00680/AT4G29180/AT5G64330/AT2G20520/AT1G34510/AT4G40090/AT5G35190/AT5G51310/AT4G25790/AT5G54040/AT4G30320/AT5G06640/AT5G04960/AT3G54870/AT4G02270/AT5G19800/AT1G24620/AT3G10710/AT4G33880/AT3G62680/AT4G26010,40
cluster1,GO:0010015,root morphogenesis,42/410,458/20876,9.625977814544926e-17,2.565323087576223e-14,2.3380993481118335e-14,AT1G12090/AT5G43230/AT2G21045/AT3G12540/AT5G44610/AT4G34580/AT2G32270/AT3G26720/AT1G52240/AT2G44110/AT2G45890/AT3G21340/AT1G63450/AT5G67400/AT1G48350/AT3G04630/AT2G03720/AT3G48940/AT5G43520/AT4G30670/AT1G01750/AT4G00680/AT4G29180/AT5G64330/AT2G20520/AT1G34510/AT4G40090/AT5G35190/AT5G51310/AT4G25790/AT5G54040/AT4G30320/AT5G06640/AT5G04960/AT3G54870/AT4G02270/AT5G19800/AT1G24620/AT3G10710/AT4G33880/AT3G62680/AT4G26010,42
cluster1,GO:0010167,response to nitrate,23/410,197/20876,7.886244252806284e-12,1.6813472746982997e-9,1.532421777966358e-9,AT3G23190/AT2G21045/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT2G44380/AT1G11540/AT4G30170/AT4G19680/AT1G52200/AT3G49860/AT4G30670/AT3G01290/AT2G44790/AT5G63270/AT5G14120/AT2G27660/AT5G07080/AT4G02270/AT3G25930/AT3G19930/AT4G26010,23
cluster1,GO:0015706,nitrate transport,23/410,206/20876,1.9914838555169493e-11,3.5382029833017796e-9,3.2248063134072707e-9,AT3G23190/AT2G21045/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT2G44380/AT1G11540/AT4G30170/AT4G19680/AT1G52200/AT3G49860/AT4G30670/AT3G01290/AT2G44790/AT5G14120/AT2G27660/AT5G07080/AT4G36790/AT4G02270/AT3G25930/AT3G19930/AT4G26010,23
cluster1,GO:0015698,inorganic anion transport,25/410,256/20876,5.0024859457513157e-11,7.61807145452986e-9,6.94330004199769e-9,AT3G23190/AT2G21045/AT2G03260/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT2G44380/AT2G25680/AT1G11540/AT4G30170/AT4G19680/AT1G52200/AT3G49860/AT4G30670/AT3G01290/AT2G44790/AT5G14120/AT2G27660/AT5G07080/AT4G36790/AT4G02270/AT3G25930/AT3G19930/AT4G26010,25
